id,date,days_after_open,day_of_week,hours_after_open,drink_id,name,unit_price,quantity,raining,study_area_id,study_area_name,dist_to_cafe
4561,2019/10/2,72,Wed,0,15,Hot Chocolate (L),4.6,2,No,6,Peter Nicol Russell (PNR),950
4562,2019/10/2,72,Wed,0,4,Long Black (S),3.8,1,No,6,Peter Nicol Russell (PNR),950
4563,2019/10/2,72,Wed,0,4,Long Black (S),3.8,1,No,1,Law Library (F10),84
4564,2019/10/2,72,Wed,0,12,Chai Latte (S),3.6,1,Yes,1,Law Library (F10),84
4565,2019/10/2,72,Wed,0,11,Chai Latte (L),4.4,1,No,0,Fisher Library (F03),70
4566,2019/10/2,72,Wed,0,0,Espresso,3.5,1,Yes,1,Law Library (F10),84
4567,2019/10/2,72,Wed,0,15,Hot Chocolate (L),4.6,3,No,1,Law Library (F10),84
4568,2019/10/2,72,Wed,0,5,Flat White (L),4.9,1,No,4,Brennan MacCallum (A18),350
4569,2019/10/2,72,Wed,0,0,Espresso,3.5,1,Yes,0,Fisher Library (F03),70
4570,2019/10/2,72,Wed,0,8,Latte (S),4,1,No,3,Abercrombie (H70),700
4571,2019/10/2,72,Wed,0,15,Hot Chocolate (L),4.6,1,No,0,Fisher Library (F03),70
4572,2019/10/2,72,Wed,0,8,Latte (S),4,1,No,0,Fisher Library (F03),70
4573,2019/10/2,72,Wed,0,11,Chai Latte (L),4.4,2,No,0,Fisher Library (F03),70
4574,2019/10/2,72,Wed,1,7,Latte (L),4.9,1,No,6,Peter Nicol Russell (PNR),950
4575,2019/10/2,72,Wed,1,14,Mocha (S),4.5,1,Yes,0,Fisher Library (F03),70
4576,2019/10/2,72,Wed,1,9,Cappuccino (L),4.9,1,No,1,Law Library (F10),84
4577,2019/10/2,72,Wed,1,4,Long Black (S),3.8,1,No,3,Abercrombie (H70),700
4578,2019/10/2,72,Wed,1,1,Ristretto,3.3,1,No,5,Carslaw (F07),150
4579,2019/10/2,72,Wed,1,11,Chai Latte (L),4.4,1,No,6,Peter Nicol Russell (PNR),950
4580,2019/10/2,72,Wed,1,4,Long Black (S),3.8,1,No,5,Carslaw (F07),150
4581,2019/10/2,72,Wed,1,11,Chai Latte (L),4.4,1,No,0,Fisher Library (F03),70
4582,2019/10/2,72,Wed,1,8,Latte (S),4,1,No,1,Law Library (F10),84
4583,2019/10/2,72,Wed,1,2,Macchiato,3.8,1,No,1,Law Library (F10),84
4584,2019/10/2,72,Wed,1,16,Hot Chocolate (S),3.8,1,No,0,Fisher Library (F03),70
4585,2019/10/2,72,Wed,1,9,Cappuccino (L),4.9,1,No,1,Law Library (F10),84
4586,2019/10/2,72,Wed,1,3,Long Black (L),4,1,No,5,Carslaw (F07),150
4587,2019/10/2,72,Wed,1,7,Latte (L),4.9,1,No,5,Carslaw (F07),150
4588,2019/10/2,72,Wed,1,9,Cappuccino (L),4.9,1,No,0,Fisher Library (F03),70
4589,2019/10/2,72,Wed,1,13,Mocha (L),5.4,1,Yes,1,Law Library (F10),84
4590,2019/10/2,72,Wed,1,11,Chai Latte (L),4.4,2,No,5,Carslaw (F07),150
4591,2019/10/2,72,Wed,1,6,Flat White (S),4,1,No,5,Carslaw (F07),150
4592,2019/10/2,72,Wed,1,6,Flat White (S),4,1,No,1,Law Library (F10),84
4593,2019/10/2,72,Wed,1,12,Chai Latte (S),3.6,1,Yes,1,Law Library (F10),84
4594,2019/10/2,72,Wed,1,10,Cappuccino (S),4,1,No,0,Fisher Library (F03),70
4595,2019/10/2,72,Wed,1,15,Hot Chocolate (L),4.6,1,No,0,Fisher Library (F03),70
4596,2019/10/2,72,Wed,1,12,Chai Latte (S),3.6,1,Yes,0,Fisher Library (F03),70
4597,2019/10/2,72,Wed,1,3,Long Black (L),4,1,No,0,Fisher Library (F03),70
4598,2019/10/2,72,Wed,2,12,Chai Latte (S),3.6,1,Yes,1,Law Library (F10),84
4599,2019/10/2,72,Wed,2,2,Macchiato,3.8,1,No,1,Law Library (F10),84
4600,2019/10/2,72,Wed,2,7,Latte (L),4.9,1,No,0,Fisher Library (F03),70
4602,2019/10/2,72,Wed,2,10,Cappuccino (S),4,1,No,1,Law Library (F10),84
4603,2019/10/2,72,Wed,2,16,Hot Chocolate (S),3.8,1,No,1,Law Library (F10),84
4604,2019/10/2,72,Wed,2,2,Macchiato,3.8,1,No,1,Law Library (F10),84
4605,2019/10/2,72,Wed,2,11,Chai Latte (L),4.4,1,No,1,Law Library (F10),84
4606,2019/10/2,72,Wed,2,6,Flat White (S),4,1,No,3,Abercrombie (H70),700
4607,2019/10/2,72,Wed,2,5,Flat White (L),4.9,1,No,1,Law Library (F10),84
4608,2019/10/2,72,Wed,2,7,Latte (L),4.9,1,No,5,Carslaw (F07),150
4609,2019/10/2,72,Wed,2,8,Latte (S),4,1,No,1,Law Library (F10),84
4610,2019/10/2,72,Wed,2,14,Mocha (S),4.5,1,Yes,0,Fisher Library (F03),70
4611,2019/10/2,72,Wed,2,15,Hot Chocolate (L),4.6,1,No,2,The Quarter (A16),400
4612,2019/10/2,72,Wed,2,12,Chai Latte (S),3.6,1,Yes,1,Law Library (F10),84
4613,2019/10/2,72,Wed,2,15,Hot Chocolate (L),4.6,1,No,0,Fisher Library (F03),70
4614,2019/10/2,72,Wed,2,2,Macchiato,3.8,2,No,2,The Quarter (A16),400
4615,2019/10/2,72,Wed,3,10,Cappuccino (S),4,1,No,2,The Quarter (A16),400
4616,2019/10/2,72,Wed,3,3,Long Black (L),4,1,No,0,Fisher Library (F03),70
4617,2019/10/2,72,Wed,3,12,Chai Latte (S),3.6,2,Yes,1,Law Library (F10),84
4618,2019/10/2,72,Wed,3,8,Latte (S),4,2,No,6,Peter Nicol Russell (PNR),950
4619,2019/10/2,72,Wed,3,10,Cappuccino (S),4,1,No,1,Law Library (F10),84
4620,2019/10/2,72,Wed,3,3,Long Black (L),4,1,No,3,Abercrombie (H70),700
4621,2019/10/2,72,Wed,3,7,Latte (L),4.9,1,No,1,Law Library (F10),84
4622,2019/10/2,72,Wed,3,9,Cappuccino (L),4.9,1,No,3,Abercrombie (H70),700
4623,2019/10/2,72,Wed,3,12,Chai Latte (S),3.6,1,Yes,0,Fisher Library (F03),70
4624,2019/10/2,72,Wed,3,11,Chai Latte (L),4.4,2,No,3,Abercrombie (H70),700
4625,2019/10/2,72,Wed,3,14,Mocha (S),4.5,1,Yes,1,Law Library (F10),84
4626,2019/10/2,72,Wed,3,7,Latte (L),4.9,1,No,4,Brennan MacCallum (A18),350
4627,2019/10/2,72,Wed,3,14,Mocha (S),4.5,2,Yes,1,Law Library (F10),84
4628,2019/10/2,72,Wed,3,8,Latte (S),4,4,No,5,Carslaw (F07),150
4629,2019/10/2,72,Wed,3,5,Flat White (L),4.9,1,No,0,Fisher Library (F03),70
4630,2019/10/2,72,Wed,4,11,Chai Latte (L),4.4,1,No,4,Brennan MacCallum (A18),350
4631,2019/10/2,72,Wed,4,0,Espresso,3.5,1,Yes,1,Law Library (F10),84
4632,2019/10/2,72,Wed,4,14,Mocha (S),4.5,1,Yes,1,Law Library (F10),84
4633,2019/10/2,72,Wed,4,8,Latte (S),4,1,No,2,The Quarter (A16),400
4634,2019/10/2,72,Wed,4,16,Hot Chocolate (S),3.8,1,No,1,Law Library (F10),84
4635,2019/10/2,72,Wed,4,2,Macchiato,3.8,1,No,1,Law Library (F10),84
4636,2019/10/2,72,Wed,4,5,Flat White (L),4.9,1,No,5,Carslaw (F07),150
4637,2019/10/2,72,Wed,4,10,Cappuccino (S),4,1,No,0,Fisher Library (F03),70
4638,2019/10/2,72,Wed,4,6,Flat White (S),4,1,No,5,Carslaw (F07),150
4639,2019/10/2,72,Wed,4,2,Macchiato,3.8,1,Yes,1,Law Library (F10),84
4640,2019/10/2,72,Wed,4,6,Flat White (S),4,1,No,1,Law Library (F10),84
4641,2019/10/2,72,Wed,4,13,Mocha (L),5.4,1,Yes,0,Fisher Library (F03),70
4642,2019/10/2,72,Wed,4,3,Long Black (L),4,1,No,2,The Quarter (A16),400
4643,2019/10/2,72,Wed,4,11,Chai Latte (L),4.4,1,No,1,Law Library (F10),84
4644,2019/10/2,72,Wed,4,2,Macchiato,3.8,1,Yes,1,Law Library (F10),84
4645,2019/10/2,72,Wed,4,3,Long Black (L),4,1,No,5,Carslaw (F07),150
4646,2019/10/2,72,Wed,4,10,Cappuccino (S),4,1,No,6,Peter Nicol Russell (PNR),950
4647,2019/10/2,72,Wed,4,1,Ristretto,3.3,3,No,1,Law Library (F10),84
4648,2019/10/2,72,Wed,4,15,Hot Chocolate (L),4.6,2,No,3,Abercrombie (H70),700
4649,2019/10/2,72,Wed,5,1,Ristretto,3.3,1,No,5,Carslaw (F07),150
4651,2019/10/2,72,Wed,5,7,Latte (L),4.9,1,No,2,The Quarter (A16),400
4652,2019/10/2,72,Wed,5,7,Latte (L),4.9,1,No,1,Law Library (F10),84
4653,2019/10/2,72,Wed,5,9,Cappuccino (L),4.9,1,No,6,Peter Nicol Russell (PNR),950
4654,2019/10/2,72,Wed,5,0,Espresso,3.5,1,Yes,0,Fisher Library (F03),70
4655,2019/10/2,72,Wed,5,5,Flat White (L),4.9,2,No,5,Carslaw (F07),150
4656,2019/10/2,72,Wed,5,3,Long Black (L),4,3,No,5,Carslaw (F07),150
4657,2019/10/2,72,Wed,5,3,Long Black (L),4,2,No,0,Fisher Library (F03),70
4658,2019/10/2,72,Wed,5,11,Chai Latte (L),4.4,2,No,2,The Quarter (A16),400
4659,2019/10/2,72,Wed,5,15,Hot Chocolate (L),4.6,1,Yes,1,Law Library (F10),84
4660,2019/10/2,72,Wed,5,1,Ristretto,3.3,2,No,0,Fisher Library (F03),70
4661,2019/10/2,72,Wed,5,9,Cappuccino (L),4.9,1,No,0,Fisher Library (F03),70
4663,2019/10/2,72,Wed,5,13,Mocha (L),5.4,1,Yes,0,Fisher Library (F03),70
4664,2019/10/3,73,Thu,0,1,Ristretto,3.3,1,No,6,Peter Nicol Russell (PNR),950
4665,2019/10/3,73,Thu,0,8,Latte (S),4,1,No,0,Fisher Library (F03),70
4666,2019/10/3,73,Thu,0,4,Long Black (S),3.8,3,No,5,Carslaw (F07),150
4667,2019/10/3,73,Thu,0,16,Hot Chocolate (S),3.8,2,No,1,Law Library (F10),84
4668,2019/10/3,73,Thu,0,3,Long Black (L),4,1,No,3,Abercrombie (H70),700
4669,2019/10/3,73,Thu,0,4,Long Black (S),3.8,3,No,2,The Quarter (A16),400
4670,2019/10/3,73,Thu,0,10,Cappuccino (S),4,2,No,4,Brennan MacCallum (A18),350
4671,2019/10/3,73,Thu,0,4,Long Black (S),3.8,1,No,1,Law Library (F10),84
4672,2019/10/3,73,Thu,0,13,Mocha (L),5.4,2,Yes,1,Law Library (F10),84
4673,2019/10/3,73,Thu,0,6,Flat White (S),4,1,No,0,Fisher Library (F03),70
4674,2019/10/3,73,Thu,0,2,Macchiato,3.8,1,Yes,1,Law Library (F10),84
4675,2019/10/3,73,Thu,0,2,Macchiato,3.8,1,Yes,5,Carslaw (F07),150
4676,2019/10/3,73,Thu,0,14,Mocha (S),4.5,1,Yes,1,Law Library (F10),84
4677,2019/10/3,73,Thu,0,9,Cappuccino (L),4.9,1,No,5,Carslaw (F07),150
4678,2019/10/3,73,Thu,0,15,Hot Chocolate (L),4.6,1,Yes,0,Fisher Library (F03),70
4679,2019/10/3,73,Thu,0,5,Flat White (L),4.9,1,No,1,Law Library (F10),84
4680,2019/10/3,73,Thu,0,15,Hot Chocolate (L),4.6,1,Yes,0,Fisher Library (F03),70
4681,2019/10/3,73,Thu,1,16,Hot Chocolate (S),3.8,2,No,0,Fisher Library (F03),70
4682,2019/10/3,73,Thu,1,16,Hot Chocolate (S),3.8,1,No,6,Peter Nicol Russell (PNR),950
4683,2019/10/3,73,Thu,1,10,Cappuccino (S),4,2,No,2,The Quarter (A16),400
4684,2019/10/3,73,Thu,1,3,Long Black (L),4,4,No,6,Peter Nicol Russell (PNR),950
4685,2019/10/3,73,Thu,1,12,Chai Latte (S),3.6,1,Yes,0,Fisher Library (F03),70
4686,2019/10/3,73,Thu,1,9,Cappuccino (L),4.9,1,No,1,Law Library (F10),84
4687,2019/10/3,73,Thu,1,3,Long Black (L),4,1,No,6,Peter Nicol Russell (PNR),950
4688,2019/10/3,73,Thu,1,0,Espresso,3.5,1,Yes,1,Law Library (F10),84
4689,2019/10/3,73,Thu,1,3,Long Black (L),4,1,No,5,Carslaw (F07),150
4690,2019/10/3,73,Thu,1,11,Chai Latte (L),4.4,1,No,1,Law Library (F10),84
4691,2019/10/3,73,Thu,1,13,Mocha (L),5.4,2,Yes,1,Law Library (F10),84
4692,2019/10/3,73,Thu,1,9,Cappuccino (L),4.9,1,No,2,The Quarter (A16),400
4693,2019/10/3,73,Thu,1,14,Mocha (S),4.5,1,Yes,0,Fisher Library (F03),70
4694,2019/10/3,73,Thu,1,4,Long Black (S),3.8,1,No,0,Fisher Library (F03),70
4695,2019/10/3,73,Thu,1,10,Cappuccino (S),4,1,No,0,Fisher Library (F03),70
4696,2019/10/3,73,Thu,1,0,Espresso,3.5,2,Yes,1,Law Library (F10),84
4697,2019/10/3,73,Thu,1,5,Flat White (L),4.9,1,No,3,Abercrombie (H70),700
4698,2019/10/3,73,Thu,2,10,Cappuccino (S),4,1,No,1,Law Library (F10),84
4699,2019/10/3,73,Thu,2,8,Latte (S),4,2,No,4,Brennan MacCallum (A18),350
4700,2019/10/3,73,Thu,2,9,Cappuccino (L),4.9,2,No,0,Fisher Library (F03),70
4701,2019/10/3,73,Thu,2,2,Macchiato,3.8,1,Yes,0,Fisher Library (F03),70
4702,2019/10/3,73,Thu,2,9,Cappuccino (L),4.9,1,No,1,Law Library (F10),84
4703,2019/10/3,73,Thu,2,12,Chai Latte (S),3.6,1,Yes,1,Law Library (F10),84
4704,2019/10/3,73,Thu,2,0,Espresso,3.5,1,Yes,0,Fisher Library (F03),70
4706,2019/10/3,73,Thu,2,0,Espresso,3.5,1,Yes,1,Law Library (F10),84
4707,2019/10/3,73,Thu,2,2,Macchiato,3.8,1,Yes,1,Law Library (F10),84
4708,2019/10/3,73,Thu,2,12,Chai Latte (S),3.6,1,Yes,0,Fisher Library (F03),70
4709,2019/10/3,73,Thu,2,0,Espresso,3.5,1,Yes,5,Carslaw (F07),150
4710,2019/10/3,73,Thu,2,13,Mocha (L),5.4,2,Yes,5,Carslaw (F07),150
4711,2019/10/3,73,Thu,2,3,Long Black (L),4,1,No,0,Fisher Library (F03),70
4712,2019/10/3,73,Thu,2,5,Flat White (L),4.9,1,No,0,Fisher Library (F03),70
4713,2019/10/3,73,Thu,2,15,Hot Chocolate (L),4.6,3,Yes,1,Law Library (F10),84
4714,2019/10/3,73,Thu,2,8,Latte (S),4,1,No,6,Peter Nicol Russell (PNR),950
4715,2019/10/3,73,Thu,2,16,Hot Chocolate (S),3.8,1,No,0,Fisher Library (F03),70
4716,2019/10/3,73,Thu,2,13,Mocha (L),5.4,1,Yes,1,Law Library (F10),84
4717,2019/10/3,73,Thu,2,14,Mocha (S),4.5,2,Yes,0,Fisher Library (F03),70
4718,2019/10/3,73,Thu,2,7,Latte (L),4.9,1,No,3,Abercrombie (H70),700
4719,2019/10/3,73,Thu,2,4,Long Black (S),3.8,1,No,1,Law Library (F10),84
4720,2019/10/3,73,Thu,3,16,Hot Chocolate (S),3.8,2,No,3,Abercrombie (H70),700
4721,2019/10/3,73,Thu,3,9,Cappuccino (L),4.9,1,No,6,Peter Nicol Russell (PNR),950
4722,2019/10/3,73,Thu,3,12,Chai Latte (S),3.6,1,Yes,0,Fisher Library (F03),70
4723,2019/10/3,73,Thu,3,4,Long Black (S),3.8,2,No,6,Peter Nicol Russell (PNR),950
4724,2019/10/3,73,Thu,3,9,Cappuccino (L),4.9,4,No,4,Brennan MacCallum (A18),350
4725,2019/10/3,73,Thu,3,2,Macchiato,3.8,1,Yes,0,Fisher Library (F03),70
4726,2019/10/3,73,Thu,3,11,Chai Latte (L),4.4,2,No,3,Abercrombie (H70),700
4727,2019/10/3,73,Thu,3,5,Flat White (L),4.9,1,Yes,0,Fisher Library (F03),70
4728,2019/10/3,73,Thu,3,12,Chai Latte (S),3.6,1,Yes,1,Law Library (F10),84
4729,2019/10/3,73,Thu,3,16,Hot Chocolate (S),3.8,1,No,3,Abercrombie (H70),700
4730,2019/10/3,73,Thu,3,0,Espresso,3.5,1,Yes,0,Fisher Library (F03),70
4731,2019/10/3,73,Thu,3,3,Long Black (L),4,1,No,2,The Quarter (A16),400
4732,2019/10/3,73,Thu,3,15,Hot Chocolate (L),4.6,1,Yes,1,Law Library (F10),84
4733,2019/10/3,73,Thu,3,9,Cappuccino (L),4.9,1,No,5,Carslaw (F07),150
4734,2019/10/3,73,Thu,3,9,Cappuccino (L),4.9,1,No,1,Law Library (F10),84
4735,2019/10/3,73,Thu,3,13,Mocha (L),5.4,2,Yes,0,Fisher Library (F03),70
4736,2019/10/3,73,Thu,3,0,Espresso,3.5,1,Yes,0,Fisher Library (F03),70
4737,2019/10/3,73,Thu,4,11,Chai Latte (L),4.4,1,No,5,Carslaw (F07),150
4738,2019/10/3,73,Thu,4,0,Espresso,3.5,1,Yes,0,Fisher Library (F03),70
4739,2019/10/3,73,Thu,4,4,Long Black (S),3.8,1,No,0,Fisher Library (F03),70
4740,2019/10/3,73,Thu,4,8,Latte (S),4,1,No,5,Carslaw (F07),150
4741,2019/10/3,73,Thu,4,13,Mocha (L),5.4,1,Yes,0,Fisher Library (F03),70
4742,2019/10/3,73,Thu,4,5,Flat White (L),4.9,2,No,5,Carslaw (F07),150
4743,2019/10/3,73,Thu,4,6,Flat White (S),4,2,No,1,Law Library (F10),84
4744,2019/10/3,73,Thu,4,15,Hot Chocolate (L),4.6,1,Yes,0,Fisher Library (F03),70
4745,2019/10/3,73,Thu,4,16,Hot Chocolate (S),3.8,1,No,0,Fisher Library (F03),70
4746,2019/10/3,73,Thu,4,5,Flat White (L),4.9,1,No,1,Law Library (F10),84
4747,2019/10/3,73,Thu,4,2,Macchiato,3.8,2,Yes,0,Fisher Library (F03),70
4748,2019/10/3,73,Thu,4,10,Cappuccino (S),4,1,No,5,Carslaw (F07),150
4749,2019/10/3,73,Thu,4,16,Hot Chocolate (S),3.8,1,No,6,Peter Nicol Russell (PNR),950
4750,2019/10/3,73,Thu,4,15,Hot Chocolate (L),4.6,1,Yes,1,Law Library (F10),84
4751,2019/10/3,73,Thu,4,3,Long Black (L),4,1,No,6,Peter Nicol Russell (PNR),950
4752,2019/10/3,73,Thu,4,12,Chai Latte (S),3.6,3,Yes,1,Law Library (F10),84
4753,2019/10/3,73,Thu,4,4,Long Black (S),3.8,3,No,2,The Quarter (A16),400
4754,2019/10/3,73,Thu,4,3,Long Black (L),4,2,No,4,Brennan MacCallum (A18),350
4755,2019/10/3,73,Thu,4,4,Long Black (S),3.8,1,No,0,Fisher Library (F03),70
4756,2019/10/3,73,Thu,5,4,Long Black (S),3.8,1,No,6,Peter Nicol Russell (PNR),950
4757,2019/10/3,73,Thu,5,5,Flat White (L),4.9,1,No,1,Law Library (F10),84
4758,2019/10/3,73,Thu,5,0,Espresso,3.5,1,Yes,0,Fisher Library (F03),70
4759,2019/10/3,73,Thu,5,14,Mocha (S),4.5,1,Yes,5,Carslaw (F07),150
4760,2019/10/3,73,Thu,5,11,Chai Latte (L),4.4,1,No,1,Law Library (F10),84
4761,2019/10/3,73,Thu,5,10,Cappuccino (S),4,1,No,3,Abercrombie (H70),700
4762,2019/10/3,73,Thu,5,8,Latte (S),4,3,No,5,Carslaw (F07),150
4763,2019/10/3,73,Thu,5,0,Espresso,3.5,1,Yes,1,Law Library (F10),84
4764,2019/10/3,73,Thu,5,0,Espresso,3.5,1,Yes,0,Fisher Library (F03),70
4765,2019/10/3,73,Thu,5,0,Espresso,3.5,1,Yes,1,Law Library (F10),84
4766,2019/10/3,73,Thu,5,4,Long Black (S),3.8,1,No,0,Fisher Library (F03),70
4767,2019/10/3,73,Thu,5,8,Latte (S),4,1,No,0,Fisher Library (F03),70
4768,2019/10/3,73,Thu,5,4,Long Black (S),3.8,1,No,4,Brennan MacCallum (A18),350
4769,2019/10/4,74,Fri,0,3,Long Black (L),4,1,No,3,Abercrombie (H70),700
4770,2019/10/4,74,Fri,0,6,Flat White (S),4,2,No,2,The Quarter (A16),400
4771,2019/10/4,74,Fri,0,0,Espresso,3.5,2,Yes,0,Fisher Library (F03),70
4772,2019/10/4,74,Fri,0,8,Latte (S),4,1,No,1,Law Library (F10),84
4773,2019/10/4,74,Fri,0,0,Espresso,3.5,2,Yes,5,Carslaw (F07),150
4774,2019/10/4,74,Fri,0,5,Flat White (L),4.9,1,No,1,Law Library (F10),84
4775,2019/10/4,74,Fri,0,8,Latte (S),4,1,No,0,Fisher Library (F03),70
4776,2019/10/4,74,Fri,0,8,Latte (S),4,1,No,0,Fisher Library (F03),70
4777,2019/10/4,74,Fri,0,8,Latte (S),4,1,No,5,Carslaw (F07),150
4778,2019/10/4,74,Fri,0,14,Mocha (S),4.5,2,Yes,1,Law Library (F10),84
4779,2019/10/4,74,Fri,0,14,Mocha (S),4.5,2,Yes,1,Law Library (F10),84
4780,2019/10/4,74,Fri,0,3,Long Black (L),4,1,No,3,Abercrombie (H70),700
4781,2019/10/4,74,Fri,0,6,Flat White (S),4,1,No,2,The Quarter (A16),400
4782,2019/10/4,74,Fri,0,12,Chai Latte (S),3.6,2,Yes,0,Fisher Library (F03),70
4783,2019/10/4,74,Fri,0,1,Ristretto,3.3,2,No,1,Law Library (F10),84
4784,2019/10/4,74,Fri,0,11,Chai Latte (L),4.4,1,No,6,Peter Nicol Russell (PNR),950
4785,2019/10/4,74,Fri,0,8,Latte (S),4,2,No,0,Fisher Library (F03),70
4786,2019/10/4,74,Fri,0,14,Mocha (S),4.5,2,Yes,5,Carslaw (F07),150
4787,2019/10/4,74,Fri,0,2,Macchiato,3.8,2,Yes,1,Law Library (F10),84
4788,2019/10/4,74,Fri,0,1,Ristretto,3.3,1,No,6,Peter Nicol Russell (PNR),950
4789,2019/10/4,74,Fri,0,8,Latte (S),4,1,No,4,Brennan MacCallum (A18),350
4790,2019/10/4,74,Fri,0,3,Long Black (L),4,2,No,6,Peter Nicol Russell (PNR),950
4791,2019/10/4,74,Fri,0,2,Macchiato,3.8,1,Yes,0,Fisher Library (F03),70
4792,2019/10/4,74,Fri,1,7,Latte (L),4.9,1,No,3,Abercrombie (H70),700
4793,2019/10/4,74,Fri,1,5,Flat White (L),4.9,1,No,1,Law Library (F10),84
4794,2019/10/4,74,Fri,1,1,Ristretto,3.3,1,No,2,The Quarter (A16),400
4795,2019/10/4,74,Fri,1,15,Hot Chocolate (L),4.6,1,Yes,1,Law Library (F10),84
4796,2019/10/4,74,Fri,1,0,Espresso,3.5,1,Yes,0,Fisher Library (F03),70
4797,2019/10/4,74,Fri,1,5,Flat White (L),4.9,1,No,5,Carslaw (F07),150
4798,2019/10/4,74,Fri,1,9,Cappuccino (L),4.9,2,No,5,Carslaw (F07),150
4799,2019/10/4,74,Fri,1,13,Mocha (L),5.4,4,Yes,5,Carslaw (F07),150
4800,2019/10/4,74,Fri,1,0,Espresso,3.5,2,Yes,1,Law Library (F10),84
4801,2019/10/4,74,Fri,1,16,Hot Chocolate (S),3.8,1,No,0,Fisher Library (F03),70
4802,2019/10/4,74,Fri,1,12,Chai Latte (S),3.6,1,Yes,0,Fisher Library (F03),70
4803,2019/10/4,74,Fri,1,10,Cappuccino (S),4,1,No,3,Abercrombie (H70),700
4804,2019/10/4,74,Fri,1,0,Espresso,3.5,1,Yes,0,Fisher Library (F03),70
4805,2019/10/4,74,Fri,1,5,Flat White (L),4.9,2,No,1,Law Library (F10),84
4806,2019/10/4,74,Fri,1,2,Macchiato,3.8,1,Yes,0,Fisher Library (F03),70
4807,2019/10/4,74,Fri,1,2,Macchiato,3.8,1,No,0,Fisher Library (F03),70
4808,2019/10/4,74,Fri,1,6,Flat White (S),4,2,No,0,Fisher Library (F03),70
4809,2019/10/4,74,Fri,1,3,Long Black (L),4,1,No,0,Fisher Library (F03),70
4810,2019/10/4,74,Fri,1,11,Chai Latte (L),4.4,1,No,5,Carslaw (F07),150
4811,2019/10/4,74,Fri,1,2,Macchiato,3.8,1,No,1,Law Library (F10),84
4812,2019/10/4,74,Fri,1,7,Latte (L),4.9,1,No,4,Brennan MacCallum (A18),350
4813,2019/10/4,74,Fri,1,4,Long Black (S),3.8,1,No,3,Abercrombie (H70),700
4814,2019/10/4,74,Fri,1,4,Long Black (S),3.8,1,No,1,Law Library (F10),84
4815,2019/10/4,74,Fri,2,15,Hot Chocolate (L),4.6,1,Yes,1,Law Library (F10),84
4816,2019/10/4,74,Fri,2,6,Flat White (S),4,1,No,5,Carslaw (F07),150
4817,2019/10/4,74,Fri,2,12,Chai Latte (S),3.6,1,Yes,0,Fisher Library (F03),70
4818,2019/10/4,74,Fri,2,15,Hot Chocolate (L),4.6,1,Yes,0,Fisher Library (F03),70
4819,2019/10/4,74,Fri,2,12,Chai Latte (S),3.6,1,Yes,0,Fisher Library (F03),70
4820,2019/10/4,74,Fri,2,6,Flat White (S),4,1,No,5,Carslaw (F07),150
4821,2019/10/4,74,Fri,2,2,Macchiato,3.8,1,No,4,Brennan MacCallum (A18),350
4822,2019/10/4,74,Fri,2,5,Flat White (L),4.9,1,No,6,Peter Nicol Russell (PNR),950
4823,2019/10/4,74,Fri,2,12,Chai Latte (S),3.6,2,Yes,0,Fisher Library (F03),70
4824,2019/10/4,74,Fri,2,0,Espresso,3.5,1,Yes,0,Fisher Library (F03),70
4825,2019/10/4,74,Fri,2,11,Chai Latte (L),4.4,2,No,5,Carslaw (F07),150
4826,2019/10/4,74,Fri,2,3,Long Black (L),4,2,No,0,Fisher Library (F03),70
4827,2019/10/4,74,Fri,2,16,Hot Chocolate (S),3.8,1,No,5,Carslaw (F07),150
4828,2019/10/4,74,Fri,2,4,Long Black (S),3.8,3,No,1,Law Library (F10),84
4829,2019/10/4,74,Fri,2,11,Chai Latte (L),4.4,1,No,4,Brennan MacCallum (A18),350
4830,2019/10/4,74,Fri,2,3,Long Black (L),4,1,No,4,Brennan MacCallum (A18),350
4831,2019/10/4,74,Fri,2,16,Hot Chocolate (S),3.8,1,No,3,Abercrombie (H70),700
4832,2019/10/4,74,Fri,2,12,Chai Latte (S),3.6,1,Yes,1,Law Library (F10),84
4833,2019/10/4,74,Fri,2,14,Mocha (S),4.5,2,Yes,1,Law Library (F10),84
4834,2019/10/4,74,Fri,2,9,Cappuccino (L),4.9,2,No,4,Brennan MacCallum (A18),350
4835,2019/10/4,74,Fri,2,0,Espresso,3.5,1,Yes,0,Fisher Library (F03),70
4836,2019/10/4,74,Fri,3,16,Hot Chocolate (S),3.8,1,No,1,Law Library (F10),84
4837,2019/10/4,74,Fri,3,15,Hot Chocolate (L),4.6,1,Yes,0,Fisher Library (F03),70
4838,2019/10/4,74,Fri,3,5,Flat White (L),4.9,1,No,0,Fisher Library (F03),70
4839,2019/10/4,74,Fri,3,14,Mocha (S),4.5,1,Yes,0,Fisher Library (F03),70
4840,2019/10/4,74,Fri,3,11,Chai Latte (L),4.4,1,No,2,The Quarter (A16),400
4841,2019/10/4,74,Fri,3,4,Long Black (S),3.8,1,No,1,Law Library (F10),84
4842,2019/10/4,74,Fri,3,9,Cappuccino (L),4.9,2,No,3,Abercrombie (H70),700
4843,2019/10/4,74,Fri,3,9,Cappuccino (L),4.9,1,No,0,Fisher Library (F03),70
4844,2019/10/4,74,Fri,3,11,Chai Latte (L),4.4,2,No,5,Carslaw (F07),150
4845,2019/10/4,74,Fri,3,14,Mocha (S),4.5,1,Yes,1,Law Library (F10),84
